customer_id,age,gender,income,product_category,browsing_time,pages_viewed,previous_purchases,discount_used,purchased
106421,48.0,Male,37796.54,Electronics,450.0,7.0,4.0,Yes,1
146374,24.0,Female,24514.63,,36.37,16.0,0.0,No,0
146179,24.0,Male,24429.27,Grocery,27.55,7.0,4.0,No,1
108871,18.0,Male,58469.81,Electronics,8.2,14.0,1.0,Yes,1
127961,63.0,Male,20003.59,Sports,31.31,5.0,2.0,No,0
126511,21.0,Male,29931.28,Electronics,11.05,6.0,3.0,Yes,1
100688,46.0,FEMALE,36603.43,Grocery,28.95,2.0,3.0,Yes,1
139011,20.0,Female,39165.4,Grocery,33.02,12.0,3.0,No,1
125355,19.0,other,36546.57,Grocery,31.77,5.0,4.0,No,0
112681,43.0,Male,59158.3,Electronics,14.03,7.0,1.0,No,1
145821,20.0,Female,43825.82,Fashion,38.86,5.0,2.0,,0
149592,48.0,Female,81939.93,Sports,16.03,3.0,3.0,No,1
102639,25.0,Female,20025.97,electronics,11.45,14.0,2.0,No,1
129510,62.0,Male,27835.48,Electronics,5.7,9.0,2.0,No,0
120349,29.0,Male,10895.89,Grocery,9.46,9.0,0.0,No,0
116065,24.0,Female,40599.57,Fashion,9.08,1.0,2.0,No,0
103137,45.0,Male,45862.79,Grocery,22.26,7.0,1.0,No,0
132646,27.0,Female,37275.12,Grocery,5.8,5.0,0.0,Yes,0
108192,33.0,Male,52997.29,,25.84,2.0,3.0,Yes,0
100891,22.0,Female,22830.44,Grocery,11.84,10.0,0.0,No,1
116400,27.0,Female,80257.79,Home,16.64,14.0,1.0,No,1
149055,53.0,Female,,Electronics,27.21,9.0,2.0,Yes,1
129719,49.0,,27621.46,Sports,8.01,9.0,3.0,Yes,1
129805,29.0,FEMALE,38106.04,Beauty,50.82,5.0,0.0,Yes,0
132622,51.0,Other,15583.63,Beauty,13.04,7.0,1.0,No,1
136109,43.0,Other,44872.67,Electronics,19.42,2.0,,Yes,0
107169,37.0,Female,21990.79,Beauty,21.28,3.0,1.0,No,0
131761,29.0,Male,,Beauty,31.07,6.0,4.0,Yes,1
128710,62.0,Female,,Sports,31.94,12.0,,Yes,0
103432,54.0,Female,15553.81,Fashion,8.47,8.0,3.0,Yes,1
107184,33.0,Male,24884.48,Electronics,13.25,11.0,2.0,Yes,0
114364,38.0,Male,32034.43,Fashion,18.42,4.0,4.0,Yes,1
119724,42.0,Male,24861.15,Sports,34.57,1.0,4.0,No,1
128178,41.0,Male,53283.47,Grocery,10.22,13.0,2.0,No,1
147218,50.0,Female,26253.15,Electronics,25.24,9.0,2.0,Yes,1
143441,40.0,Other,99218.96,Electronics,17.8,4.0,2.0,No,1
110128,24.0,Male,23434.25,Fashion,15.81,8.0,1.0,No,0
100544,26.0,Male,47083.06,Beauty,11.88,3.0,2.0,Yes,0
127695,63.0,Female,41704.65,electronics,27.44,5.0,4.0,Yes,1
107977,21.0,Female,33252.5,Beauty,18.72,250.0,2.0,No,1
112339,18.0,Female,22567.82,Grocery,5.58,10.0,4.0,Yes,0
121074,51.0,Other,19289.82,Home,27.67,3.0,0.0,No,0
122958,56.0,Male,13569.43,Sports,16.15,6.0,5.0,No,0
142101,37.0,Female,,Electronics,24.09,14.0,4.0,Yes,1
114045,56.0,Female,12068.02,Sports,,2.0,1.0,No,1
137407,39.0,Male,29375.56,Grocery,16.77,5.0,4.0,Yes,1
101641,52.0,Female,,Home,5.27,5.0,0.0,No,1
128720,39.0,Male,84842.69,,9.61,9.0,,No,0
133262,18.0,Other,14844.63,Grocery,,2.0,3.0,No,1
116276,20.0,Male,17729.17,Beauty,9.12,14.0,2.0,Yes,0
109668,53.0,Female,37300.89,Beauty,15.97,4.0,2.0,No,0
129068,31.0,Male,,Beauty,35.11,7.0,2.0,No,0
115017,53.0,Female,47860.55,Electronics,21.58,12.0,3.0,No,1
114803,35.0,Male,26484.11,Home,15.23,250.0,0.0,No,0
143540,45.0,Female,23168.38,Grocery,9.52,9.0,2.0,No,1
141713,57.0,Male,32490.24,Electronics,6.48,4.0,3.0,Yes,1
141884,46.0,Female,59174.61,Electronics,44.78,9.0,2.0,No,1
106348,65.0,Female,19583.43,Electronics,24.17,6.0,,Yes,1
146458,62.0,Female,63010.33,,14.92,8.0,2.0,No,0
117593,40.0,Male,47386.48,Sports,5.04,5.0,3.0,No,0
130041,62.0,Male,31824.48,Grocery,18.22,6.0,1.0,No,0
130173,58.0,Male,230511.05,Sports,16.18,,3.0,Yes,1
147770,56.0,Male,58594.55,Fashion,18.2,13.0,4.0,No,0
125556,18.0,Male,52783.54,Electronics,24.92,6.0,1.0,Yes,0
142344,57.0,Female,41465.13,Home,10.6,3.0,2.0,No,0
106057,18.0,Male,21515.73,Sports,57.35,5.0,1.0,No,0
126984,55.0,Male,104990.43,Fashion,21.59,4.0,3.0,Yes,1
126860,64.0,Female,34693.63,Home,26.9,6.0,,No,0
149753,53.0,Female,45800.39,Grocery,6.97,24.0,0.0,Yes,1
114251,64.0,Female,10000.0,Fashion,17.46,4.0,3.0,No,0
104348,25.0,Male,45834.23,Sports,20.58,8.0,3.0,No,1
149904,57.0,Female,73411.52,Fashion,4.63,12.0,1.0,No,1
129368,52.0,Female,34606.53,Fashion,23.19,2.0,1.0,Yes,0
129309,59.0,Female,49083.37,Fashion,42.79,5.0,3.0,No,0
113390,39.0,Male,14408.5,Sports,32.02,16.0,1.0,No,1
140237,59.0,Female,37675.85,Sports,61.2,8.0,3.0,No,0
113965,45.0,Female,47407.28,Sports,10.67,3.0,5.0,No,1
115954,58.0,Female,40108.54,Grocery,20.54,4.0,2.0,No,0
125049,31.0,Female,32145.06,Home,50.75,1.0,3.0,No,1
111478,61.0,Male,39793.68,Home,19.21,10.0,4.0,No,1
148044,29.0,Male,26174.21,Fashion,17.41,5.0,4.0,No,0
147337,43.0,Female,43240.2,,14.57,6.0,,Yes,1
101508,41.0,Male,34878.45,Beauty,32.03,2.0,2.0,No,0
109168,65.0,,34508.3,Fashion,62.74,4.0,2.0,Yes,1
149684,30.0,Male,24781.98,Sports,20.18,5.0,0.0,Yes,1
142593,32.0,Female,53762.73,Home,3.6,13.0,,No,1
128151,22.0,Male,64409.56,Fashion,22.36,1.0,2.0,Yes,0
127596,36.0,Male,42808.27,Sports,9.66,4.0,4.0,Yes,1
105740,19.0,Male,10000.0,Beauty,9.19,3.0,2.0,No,1
113934,43.0,Male,22706.78,,21.47,7.0,3.0,No,0
129989,28.0,Female,66912.11,Electronics,11.45,9.0,1.0,No,0
133611,60.0,Male,24043.77,Sports,26.69,4.0,2.0,Yes,0
136774,63.0,Male,16446.33,,16.88,2.0,3.0,,1
144001,32.0,Male,97783.88,Electronics,31.78,3.0,4.0,Yes,1
114849,25.0,Male,68341.06,Grocery,,9.0,2.0,Yes,0
101499,40.0,Female,18024.9,Home,12.31,3.0,6.0,Yes,0
129868,22.0,Male,23516.46,Fashion,16.36,4.0,2.0,Yes,0
138899,25.0,Male,36228.78,Sports,6.02,5.0,4.0,,0
137313,51.0,Male,77888.98,Fashion,13.58,10.0,3.0,No,1
138511,58.0,Female,26486.93,Electronics,25.61,3.0,,No,0
125305,34.0,Male,14842.52,Fashion,17.05,3.0,4.0,No,0
114474,35.0,Male,64706.12,Sports,2.6,3.0,4.0,Yes,1
128787,46.0,Male,11585.13,Sports,42.09,6.0,,No,0
104856,51.0,Female,23912.78,Electronics,19.43,5.0,3.0,Yes,0
148006,27.0,,47987.88,Fashion,14.21,3.0,3.0,No,1
148453,25.0,Male,36351.72,Sports,7.11,2.0,1.0,No,0
142163,56.0,Male,56245.71,Sports,13.18,10.0,1.0,Yes,1
100726,23.0,Male,21308.16,Home,26.89,3.0,5.0,No,0
139583,36.0,Other,,Fashion,24.72,8.0,1.0,No,1
115594,29.0,Female,27677.95,Electronics,,2.0,4.0,Yes,1
130673,29.0,Male,35416.47,Grocery,17.94,4.0,2.0,No,0
111210,44.0,Female,35364.15,Electronics,46.51,13.0,2.0,No,1
104519,52.0,Male,13521.54,Fashion,9.78,4.0,3.0,No,0
106112,41.0,Male,21423.67,Sports,5.61,7.0,1.0,Yes,0
133428,44.0,Female,30241.78,Grocery,44.28,3.0,2.0,Yes,1
145681,41.0,Female,28197.39,Home,9.36,6.0,2.0,No,0
142177,54.0,Female,59045.85,Fashion,37.05,28.0,2.0,No,1
129440,34.0,Female,35595.02,Sports,12.16,6.0,2.0,,0
108271,34.0,Other,42302.55,Beauty,15.84,6.0,2.0,Yes,1
137064,61.0,Male,10786.5,Sports,11.45,18.0,,No,1
131278,38.0,Male,38358.99,Fashion,27.82,14.0,1.0,Yes,1
123924,26.0,Female,49452.74,Sports,23.93,4.0,4.0,No,1
133212,23.0,Female,125412.04,Beauty,25.61,3.0,2.0,No,1
130011,59.0,Female,47058.78,Fashion,30.17,9.0,2.0,No,0
120908,27.0,Male,29146.86,Grocery,22.62,7.0,2.0,Yes,1
112849,30.0,Female,10723.99,Home,30.04,7.0,,No,1
117492,37.0,Male,42113.99,Fashion,23.4,9.0,1.0,Yes,1
108854,26.0,Male,21712.73,Grocery,12.29,8.0,3.0,Yes,1
144878,20.0,Female,20082.32,Electronics,11.62,10.0,3.0,No,1
110563,33.0,Female,37423.37,Grocery,10.78,4.0,3.0,No,1
115360,64.0,Male,23380.22,Electronics,34.41,4.0,4.0,No,1
131633,39.0,Male,31580.29,Fashion,4.91,4.0,3.0,No,0
122428,21.0,Male,12734.36,Home,36.32,10.0,4.0,Yes,1
106975,32.0,Male,28765.38,Fashion,29.49,6.0,4.0,No,0
126038,36.0,Male,24467.92,Grocery,15.43,6.0,3.0,No,0
133274,65.0,Female,26828.65,Home,37.94,12.0,,No,1
128661,39.0,Female,28203.76,Fashion,33.49,10.0,0.0,No,0
112533,26.0,Male,25829.56,Electronics,36.57,6.0,1.0,Yes,0
116330,36.0,Male,,,13.1,8.0,,No,0
110839,20.0,Female,34817.61,Grocery,13.66,6.0,0.0,No,1
122375,35.0,Male,111738.95,Home,30.82,17.0,2.0,No,1
117991,57.0,Male,56996.18,Grocery,15.65,2.0,2.0,Yes,0
117642,36.0,Male,30772.59,Fashion,31.19,12.0,2.0,No,1
123944,28.0,Female,42282.37,Grocery,11.06,12.0,2.0,Yes,1
106749,35.0,Female,13065.24,Home,7.31,10.0,0.0,Yes,1
106888,35.0,Female,17821.08,Home,21.97,16.0,2.0,No,0
149348,63.0,Male,33389.64,Fashion,25.95,9.0,2.0,Yes,1
135610,26.0,Female,33745.61,Home,35.21,3.0,1.0,Yes,0
143410,27.0,Male,15945.93,Electronics,40.4,4.0,5.0,No,1
108248,36.0,Female,54166.43,Electronics,14.71,5.0,2.0,Yes,0
114327,38.0,Female,59325.05,Beauty,67.54,6.0,4.0,No,1
113650,45.0,Female,82329.77,Fashion,13.37,1.0,2.0,Yes,1
127335,43.0,Female,38078.27,Fashion,47.07,10.0,3.0,Yes,1
111450,56.0,Female,26360.92,Electronics,19.11,14.0,5.0,No,1
128250,48.0,Male,43590.37,Sports,26.1,10.0,1.0,No,1
128852,39.0,Female,48034.41,Fashion,7.72,4.0,2.0,No,0
103273,49.0,Male,31370.77,Grocery,35.47,13.0,3.0,No,1
136898,,Male,19543.18,Electronics,35.68,2.0,2.0,Yes,0
139840,63.0,Female,18478.23,Fashion,22.26,12.0,2.0,No,1
103851,53.0,Male,29639.75,Home,22.18,12.0,2.0,No,1
149939,44.0,Male,18661.06,Grocery,40.12,6.0,1.0,Yes,0
116915,32.0,Female,46690.44,Fashion,16.28,4.0,2.0,Yes,1
105804,62.0,Male,13309.95,Electronics,19.86,8.0,4.0,Yes,0
115715,32.0,Female,60830.14,Fashion,43.82,3.0,,No,1
110379,33.0,Male,12408.42,Grocery,27.25,2.0,3.0,No,0
139816,28.0,Male,40461.5,Sports,20.31,13.0,0.0,Yes,1
128176,22.0,Female,33120.73,Grocery,25.81,4.0,5.0,Yes,0
122452,29.0,Female,33975.83,Grocery,14.89,6.0,5.0,Yes,1
136477,59.0,Female,57473.81,,51.16,6.0,1.0,No,1
125422,49.0,Female,38269.57,Fashion,41.93,6.0,5.0,No,0
108242,63.0,Female,122772.58,Fashion,17.63,3.0,1.0,Yes,0
126832,32.0,Other,44105.33,Home,18.17,3.0,2.0,No,0
142307,23.0,Female,,Electronics,63.49,8.0,4.0,No,1
121799,63.0,Female,31552.88,Fashion,23.58,6.0,3.0,Yes,0
101407,34.0,Male,34646.92,grocery,20.83,7.0,2.0,Yes,1
146619,26.0,Female,19654.77,Grocery,18.08,4.0,2.0,No,1
125034,42.0,Female,42572.05,Grocery,19.24,2.0,3.0,Yes,1
106995,53.0,Male,,Fashion,9.27,10.0,7.0,Yes,1
106737,37.0,Male,10000.0,Grocery,10.56,9.0,2.0,No,0
108471,44.0,Male,60342.46,Grocery,25.23,,1.0,No,0
147127,21.0,Male,37406.27,Grocery,15.96,7.0,3.0,No,1
112640,46.0,Female,11131.99,Electronics,19.39,9.0,2.0,No,1
108086,24.0,Female,21555.72,HOME,26.92,8.0,1.0,No,0
118770,40.0,,22804.43,Fashion,46.27,3.0,1.0,No,1
113439,35.0,Female,68557.83,Electronics,15.14,10.0,5.0,Yes,1
144946,37.0,Male,42051.66,Grocery,27.45,3.0,3.0,No,1
108616,34.0,Female,26570.77,Electronics,29.27,7.0,0.0,No,1
138703,49.0,Female,24932.52,Grocery,7.7,5.0,4.0,No,0
111814,48.0,Male,31539.99,Grocery,24.74,21.0,4.0,Yes,1
113665,23.0,Female,31163.91,Fashion,45.31,2.0,1.0,No,0
101901,43.0,Male,57516.95,Fashion,9.41,9.0,2.0,Yes,0
100822,49.0,Male,,Fashion,12.18,3.0,1.0,No,0
100665,46.0,Other,11383.74,Sports,13.38,11.0,3.0,No,1
106218,26.0,Female,31447.55,Grocery,,12.0,,Yes,1
123443,19.0,Male,36748.77,Sports,24.7,15.0,2.0,Yes,1
126745,,Female,36878.66,Electronics,19.57,8.0,2.0,No,0
141954,22.0,Male,50990.01,Grocery,24.71,17.0,0.0,,1
146661,44.0,Male,28162.94,Beauty,12.63,4.0,2.0,No,0
123733,57.0,Male,24048.74,Fashion,16.0,18.0,3.0,No,1
129988,34.0,Male,,Grocery,18.36,7.0,3.0,No,1
121004,20.0,Female,25230.82,Grocery,31.47,,2.0,No,0
137295,57.0,FEMALE,30067.99,Sports,15.15,13.0,3.0,No,1
149202,32.0,male,103204.7,Electronics,12.45,3.0,1.0,Yes,0
136837,35.0,Female,42331.44,Electronics,25.59,8.0,2.0,No,0
116681,40.0,Female,15902.21,Sports,23.93,10.0,1.0,No,1
139475,55.0,Male,34204.33,Electronics,47.32,19.0,1.0,Yes,0
144392,61.0,Male,79886.75,Electronics,22.1,3.0,2.0,No,0
120883,44.0,Male,19259.98,Beauty,23.86,10.0,2.0,No,1
146505,43.0,Male,119569.41,Grocery,,7.0,2.0,Yes,0
130765,29.0,Male,31997.81,Beauty,18.49,14.0,7.0,Yes,1
103733,37.0,Male,60436.13,Fashion,,5.0,3.0,Yes,1
110947,55.0,,76909.57,Electronics,31.76,2.0,4.0,No,1
112521,22.0,Male,36381.79,Fashion,44.85,6.0,2.0,Yes,0
148911,18.0,Male,25487.39,Beauty,31.62,7.0,0.0,No,0
125639,62.0,Male,68580.96,Electronics,40.84,17.0,2.0,Yes,0
141424,38.0,Female,36801.55,Beauty,19.42,8.0,2.0,,1
110823,23.0,Female,21670.37,Grocery,15.33,250.0,4.0,Yes,0
118999,,Female,18908.72,Grocery,15.48,6.0,4.0,Yes,0
102730,40.0,Male,27979.41,Electronics,32.28,4.0,4.0,Yes,1
133473,63.0,Female,52000.76,Home,39.99,2.0,5.0,Yes,1
116114,45.0,Male,37264.32,Grocery,23.09,7.0,1.0,Yes,0
145412,62.0,Male,37222.79,Home,14.54,5.0,3.0,No,1
126089,37.0,,15520.3,Fashion,,,3.0,Yes,0
139191,62.0,Male,73184.59,Electronics,28.39,10.0,1.0,No,0
141723,37.0,Female,38804.09,Fashion,13.11,2.0,3.0,Yes,1
108455,60.0,Male,47122.62,Grocery,18.67,3.0,3.0,Yes,1
122176,46.0,,22442.53,Sports,6.6,2.0,2.0,No,0
121547,59.0,Male,27768.72,Sports,23.5,10.0,1.0,Yes,1
128118,23.0,Male,26185.56,Beauty,35.33,12.0,1.0,No,0
135485,,Male,60243.06,Fashion,20.55,12.0,5.0,No,0
120789,50.0,Female,19855.66,Grocery,21.03,18.0,3.0,No,0
124762,55.0,Male,15443.51,Home,17.81,7.0,1.0,Yes,0
136579,59.0,Male,57825.08,Sports,12.22,14.0,5.0,No,1
143650,25.0,Male,77389.61,Electronics,8.57,4.0,3.0,Yes,1
102711,21.0,Other,149469.33,Home,16.06,3.0,1.0,No,0
106185,26.0,Female,20780.94,Grocery,26.62,10.0,3.0,Yes,1
125513,24.0,Female,41077.18,Fashion,27.52,12.0,6.0,No,0
113183,53.0,Male,39870.91,Home,30.83,3.0,2.0,No,1
122655,41.0,Male,17154.48,Fashion,8.83,6.0,8.0,No,1
131186,44.0,FEMALE,19128.64,Sports,11.92,12.0,3.0,No,0
126483,33.0,Female,30005.33,Electronics,45.6,1.0,2.0,Yes,0
132342,56.0,Female,50611.86,Grocery,37.17,12.0,4.0,,1
111225,55.0,Male,24248.34,Electronics,12.98,8.0,5.0,Yes,0
112916,52.0,Female,80450.84,Beauty,22.16,3.0,2.0,No,0
122257,26.0,Male,20751.84,Grocery,26.12,2.0,1.0,Yes,0
123371,34.0,Female,33750.71,Home,13.81,2.0,1.0,No,0
117484,49.0,Male,26302.51,Electronics,43.32,5.0,3.0,No,1
132154,21.0,Male,51299.68,Sports,35.33,9.0,3.0,No,0
110152,28.0,Male,32171.33,Grocery,14.42,7.0,2.0,Yes,0
103768,53.0,Male,61106.95,Home,27.64,6.0,4.0,No,0
147741,42.0,Male,,Electronics,25.38,3.0,6.0,No,1
131539,24.0,Female,30035.02,,15.69,4.0,3.0,Yes,0
136980,25.0,Male,12809.77,Sports,17.04,5.0,7.0,Yes,1
132165,35.0,Male,34606.64,Fashion,12.16,3.0,4.0,No,1
125081,27.0,Female,,Grocery,22.8,15.0,2.0,No,1
102542,64.0,,34517.12,Beauty,20.17,12.0,4.0,No,1
143220,40.0,Female,40124.35,Fashion,24.3,4.0,3.0,No,1
143381,48.0,Female,26837.39,Fashion,16.44,16.0,4.0,No,1
115258,20.0,,90500.19,Home,27.12,3.0,6.0,No,1
134812,47.0,Male,33012.86,Grocery,10.76,5.0,2.0,Yes,1
138310,65.0,Female,46070.93,Fashion,8.99,7.0,1.0,Yes,1
113105,22.0,Female,78367.29,Fashion,9.4,10.0,3.0,Yes,0
120862,18.0,Male,,electronics,21.15,5.0,6.0,Yes,1
124514,51.0,Male,21722.3,Grocery,10.0,16.0,4.0,No,0
112008,25.0,Female,156604.37,Fashion,81.49,8.0,1.0,No,1
144360,46.0,Female,39235.06,Sports,14.65,14.0,4.0,Yes,1
126495,20.0,Male,27638.66,Fashion,29.93,8.0,3.0,Yes,1
136023,29.0,Male,36914.4,Fashion,30.81,6.0,1.0,No,1
113178,59.0,Male,23586.82,Grocery,15.24,4.0,1.0,No,1
100673,48.0,Male,36512.94,Grocery,15.75,6.0,3.0,No,0
121350,63.0,Female,40166.58,Electronics,26.25,10.0,,Yes,0
122702,20.0,Male,79043.56,Sports,20.59,15.0,3.0,,1
103781,20.0,Male,37925.51,Grocery,5.98,15.0,1.0,No,0
126411,34.0,Female,22159.69,Grocery,25.65,7.0,3.0,Yes,1
145913,56.0,Male,10016.81,Sports,19.66,6.0,5.0,Yes,1
146740,20.0,Female,21852.08,Home,19.71,13.0,3.0,No,0
138436,51.0,Male,42562.59,Beauty,47.21,10.0,5.0,Yes,1
102955,31.0,Male,23933.56,Grocery,19.51,7.0,4.0,No,1
137719,43.0,male,74520.57,,21.41,6.0,1.0,No,0
111620,54.0,Female,14460.2,Grocery,18.14,10.0,1.0,No,1
103594,45.0,Female,19660.16,Home,39.26,8.0,5.0,Yes,0
125613,32.0,Female,62614.58,Beauty,5.92,5.0,8.0,Yes,1
148739,35.0,Female,59647.29,Electronics,7.68,3.0,3.0,Yes,1
104514,61.0,Female,46156.11,Electronics,22.88,7.0,4.0,No,1
131713,61.0,Female,20567.86,Beauty,7.4,4.0,2.0,Yes,0
116963,57.0,Female,20705.53,Grocery,46.12,15.0,4.0,No,1
100213,55.0,Male,60887.73,,16.94,12.0,3.0,Yes,1
