Unnamed: 0.1,Unnamed: 0,customer_id,age,gender,income,product_category,browsing_time,pages_viewed,previous_purchases,discount_used,purchased
9245,9309,126859,36.0,Male,40050.85,Beauty,4.18,29.0,5.0,,1
35004,35500,104800,44.0,Female,23575.27,Fashion,18.64,,2.0,No,0
7039,7078,119786,18.0,Female,31181.53,Electronics,25.88,5.0,5.0,No,0
37258,37794,123814,47.0,Female,42811.64,Electronics,6.01,8.0,2.0,Yes,1
30383,30794,102633,61.0,Female,33779.68,Electronics,10.36,11.0,5.0,No,1
27596,27955,141105,57.0,Male,176286.05,Fashion,19.59,10.0,0.0,No,1
27063,27414,149947,63.0,Female,53338.85,Grocery,11.45,17.0,5.0,Yes,1
23192,23460,116638,32.0,Male,32696.08,Electronics,31.17,12.0,,No,1
25488,25801,132139,41.0,Female,23772.37,Beauty,13.44,12.0,2.0,No,0
28234,28607,102699,24.0,Female,28958.76,,35.59,14.0,,No,1
16334,16495,144357,63.0,Female,27298.8,Sports,17.17,13.0,4.0,No,1
24706,25010,139419,43.0,Male,21511.05,Home,59.39,2.0,2.0,No,0
25599,25916,139448,36.0,Male,14384.53,Fashion,32.55,7.0,6.0,No,0
30654,31073,106502,64.0,Female,71185.12,Electronics,11.34,8.0,4.0,Yes,1
5943,5966,125266,63.0,Female,109777.71,Electronics,12.54,7.0,0.0,No,1
39383,39958,110716,38.0,Male,34020.35,Fashion,27.74,6.0,4.0,No,0
27286,27641,117627,18.0,Female,86241.23,Grocery,19.22,8.0,1.0,Yes,1
16242,16401,137598,62.0,Female,63669.42,Sports,13.11,17.0,8.0,Yes,1
26498,26835,132694,38.0,Female,108580.45,Beauty,8.65,6.0,1.0,No,1
19793,20007,111697,51.0,Male,34815.23,Sports,14.57,5.0,6.0,No,0
40944,41541,103401,57.0,,24583.26,Home,17.73,7.0,2.0,No,0
14953,15086,105638,38.0,Male,39167.79,Sports,5.24,4.0,3.0,No,1
43195,43839,129992,59.0,Male,40116.59,Electronics,32.8,4.0,3.0,No,1
34690,35185,140906,21.0,Male,36168.18,Grocery,14.88,11.0,4.0,Yes,0
35626,36127,106788,19.0,Male,49575.11,Fashion,6.49,8.0,1.0,No,1
1722,1723,118686,58.0,Male,86480.62,Grocery,25.33,3.0,2.0,Yes,1
29240,29631,131885,18.0,Other,26745.84,Home,8.38,2.0,4.0,No,0
19699,19910,134473,51.0,Male,13360.69,Electronics,9.47,10.0,3.0,Yes,1
36655,37174,140001,61.0,Male,24470.77,Fashion,9.43,5.0,3.0,Yes,1
36116,36627,135630,58.0,Male,44871.7,,24.98,3.0,2.0,No,0
29679,30077,112433,49.0,Male,69111.26,Electronics,13.17,11.0,2.0,No,0
13662,13780,120848,30.0,Male,97287.7,Fashion,19.08,17.0,2.0,No,1
27276,27630,125936,27.0,Female,18717.84,Home,25.84,5.0,4.0,Yes,1
18859,19061,124069,34.0,Female,14054.77,Electronics,13.78,17.0,2.0,No,1
14064,14191,146614,43.0,Male,29450.29,Home,15.75,11.0,6.0,Yes,1
2225,2229,149253,45.0,Female,31382.79,Electronics,19.32,9.0,2.0,Yes,0
24653,24956,128154,30.0,Male,61619.15,Sports,22.0,9.0,3.0,Yes,1
23313,23584,137240,56.0,Female,31143.35,Grocery,30.65,5.0,,No,0
19418,19624,102627,64.0,Male,23992.17,Grocery,21.25,7.0,1.0,Yes,0
43363,44011,142772,30.0,,77993.17,Beauty,14.94,4.0,1.0,Yes,1
15017,15152,119794,49.0,Male,29751.61,Sports,20.05,6.0,3.0,No,0
43538,44187,102882,29.0,Male,39567.41,Electronics,28.4,12.0,0.0,Yes,0
18910,19112,143930,45.0,Male,15902.16,Sports,14.53,4.0,4.0,Yes,0
16794,16959,147486,40.0,Female,24127.15,Fashion,15.17,18.0,1.0,No,1
1725,1726,125546,51.0,Female,14627.17,Grocery,7.67,5.0,3.0,Yes,0
44499,45163,122485,45.0,,27758.25,Electronics,31.34,6.0,2.0,Yes,0
5674,5695,122754,61.0,Female,82079.38,Beauty,21.88,,6.0,No,0
9119,9183,109977,27.0,,40194.09,Home,41.58,10.0,1.0,Yes,1
37955,38503,117994,58.0,Female,17275.94,Home,10.17,5.0,3.0,Yes,1
29114,29501,131797,21.0,Female,24080.64,Electronics,12.49,11.0,3.0,No,0
26513,26850,113053,27.0,Female,19972.92,Sports,17.55,3.0,2.0,No,0
816,816,145546,30.0,Female,25602.12,Home,16.49,10.0,1.0,No,1
11039,11122,116249,63.0,Female,31621.8,Grocery,16.17,10.0,7.0,Yes,0
783,783,119355,29.0,Male,44575.81,,12.47,18.0,2.0,Yes,1
23027,23295,111507,33.0,Male,27083.68,Fashion,33.59,6.0,5.0,No,0
12154,12252,112104,44.0,Female,42921.5,Grocery,15.72,3.0,5.0,Yes,0
38489,39047,138460,23.0,Female,40506.16,Grocery,30.37,12.0,4.0,No,0
5693,5714,131188,41.0,Female,41537.4,Fashion,32.42,9.0,5.0,No,1
47595,48304,123198,52.0,Female,89255.7,Grocery,16.71,7.0,4.0,No,1
36461,36977,140663,39.0,Female,25421.18,Home,10.81,7.0,9.0,No,1
28182,28554,125353,37.0,Male,40965.27,Grocery,30.17,13.0,2.0,No,1
38286,38840,133718,19.0,Male,30897.01,Sports,31.59,6.0,2.0,No,0
12171,12269,100465,18.0,Male,41312.96,Home,19.3,6.0,1.0,No,0
21299,21537,105007,41.0,Male,34016.31,Beauty,11.8,6.0,3.0,No,0
10507,10587,104394,21.0,Female,21852.52,,11.59,4.0,3.0,No,0
19303,19507,108311,20.0,Male,92452.31,Sports,6.65,5.0,1.0,Yes,1
42971,43609,114874,22.0,Male,51581.41,Sports,11.87,9.0,2.0,No,0
17282,17455,127846,38.0,Male,30767.07,Home,34.41,2.0,3.0,Yes,0
42818,43455,145997,43.0,Female,43386.41,Fashion,22.51,4.0,2.0,No,1
26606,26945,135252,52.0,Female,60938.95,Electronics,18.33,3.0,3.0,No,0
15246,15389,133276,56.0,Female,74506.76,Grocery,8.53,5.0,6.0,Yes,1
7591,7642,125246,54.0,Female,19433.04,Sports,17.92,12.0,2.0,,1
22863,23128,101835,37.0,Male,30211.98,Grocery,25.87,8.0,3.0,No,1
14597,14729,106063,36.0,Female,17648.21,Grocery,13.3,6.0,5.0,No,1
3477,3488,114300,46.0,Male,46897.28,Fashion,20.46,5.0,2.0,,1
16538,16701,105385,20.0,Female,32506.96,Fashion,6.71,10.0,1.0,No,0
27110,27462,116272,38.0,Female,32606.2,Electronics,21.69,6.0,,No,0
26020,26344,143030,44.0,Male,80360.25,Electronics,10.06,10.0,0.0,Yes,1
28057,28428,126593,56.0,Male,43994.61,Electronics,41.29,8.0,4.0,No,0
43447,44095,113799,43.0,Male,54135.64,Electronics,34.03,9.0,4.0,Yes,1
34279,34766,135992,21.0,Male,23340.96,Fashion,27.09,16.0,,Yes,1
22721,22985,117056,51.0,Male,16805.52,Electronics,21.0,8.0,4.0,Yes,1
16521,16684,109371,33.0,Female,71288.9,Home,24.01,22.0,,No,1
24231,24525,101643,39.0,Male,77151.46,Grocery,18.91,5.0,1.0,Yes,1
44184,44844,100288,45.0,Female,53172.22,Grocery,17.72,4.0,0.0,No,0
32506,32958,127342,60.0,Female,65977.92,Sports,13.8,10.0,5.0,Yes,1
45781,46466,119992,39.0,Male,23608.98,Fashion,30.75,5.0,4.0,Yes,1
17661,17837,132088,30.0,Male,72645.51,Electronics,15.73,8.0,4.0,No,0
7967,8020,121857,31.0,Male,31327.91,Sports,23.24,8.0,2.0,No,0
35806,36311,136127,58.0,Male,50607.03,Grocery,10.44,6.0,8.0,No,1
26481,26818,129485,58.0,Female,21170.61,Home,31.69,3.0,3.0,Yes,0
15863,16010,110300,31.0,Female,45128.51,Home,19.63,5.0,0.0,No,0
1715,1716,107951,48.0,Male,22308.75,Fashion,8.97,,4.0,Yes,1
12104,12201,125555,34.0,Male,46649.22,Fashion,21.4,14.0,3.0,No,1
39578,40160,137137,33.0,Female,66863.1,Home,29.45,13.0,4.0,Yes,1
44778,45446,146722,32.0,Male,14693.22,Fashion,5.76,8.0,4.0,No,1
4546,4563,132390,41.0,Female,40985.1,,15.8,11.0,4.0,No,0
25096,25403,135178,45.0,Male,30592.58,Home,8.35,11.0,2.0,Yes,0
37540,38078,113787,54.0,Male,65383.15,Fashion,18.71,11.0,0.0,No,1
22610,22868,113391,19.0,Female,68762.79,Sports,9.28,4.0,7.0,Yes,1
18430,18622,136670,30.0,Female,24027.12,Sports,7.37,11.0,3.0,Yes,0
41369,41977,148053,18.0,Male,40127.19,Sports,13.59,19.0,4.0,Yes,1
21115,21349,146806,18.0,Male,14407.37,Beauty,27.83,19.0,4.0,No,1
19593,19800,124815,64.0,Female,29566.72,Home,8.73,5.0,3.0,No,0
24503,24804,147725,22.0,Female,40099.82,Beauty,12.2,2.0,4.0,No,0
34141,34626,125349,65.0,Male,10000.0,Sports,10.79,10.0,5.0,Yes,1
12705,12810,112448,25.0,Female,69511.91,Grocery,5.4,1.0,1.0,Yes,0
4251,4266,124422,56.0,Male,30927.61,Grocery,29.01,7.0,2.0,Yes,1
3983,3996,119682,46.0,Female,22337.87,Electronics,21.29,1.0,4.0,Yes,0
5777,5800,101977,62.0,Female,47261.37,Grocery,21.58,9.0,6.0,No,1
20066,20284,113071,42.0,Female,74247.17,Home,10.23,4.0,3.0,Yes,0
22767,23031,125102,43.0,Female,68149.84,Electronics,16.2,1.0,3.0,No,0
7469,7517,144917,32.0,Female,37478.33,Fashion,20.4,6.0,1.0,No,0
24126,24417,146694,24.0,Female,21787.07,Home,33.36,10.0,1.0,Yes,1
20378,20601,119329,43.0,Female,47364.05,Beauty,20.07,7.0,2.0,No,0
33869,34352,133194,33.0,Female,104407.1,Grocery,19.96,6.0,,Yes,0
6979,7017,140047,34.0,Female,33236.9,Fashion,9.17,10.0,2.0,Yes,1
44382,45045,101658,59.0,Other,24903.28,Beauty,33.03,5.0,3.0,Yes,1
32414,32865,142797,41.0,Other,48340.25,Home,38.24,8.0,3.0,No,1
29863,30266,101206,61.0,Male,37045.21,Electronics,16.12,11.0,0.0,No,1
27433,27790,144150,52.0,Male,67574.24,Electronics,10.7,20.0,4.0,Yes,1
35,35,136826,65.0,Male,110949.4,Fashion,10.13,14.0,1.0,Yes,0
11435,11526,140296,41.0,Male,29288.58,Fashion,33.93,6.0,5.0,No,0
5838,5861,102387,63.0,Female,25392.21,,13.23,7.0,2.0,Yes,1
22751,23015,114316,63.0,Female,38187.4,Grocery,14.56,6.0,,No,1
1716,1717,145309,45.0,Female,51244.98,Fashion,9.31,5.0,1.0,Yes,0
2101,2104,125692,43.0,Male,14425.07,Grocery,33.72,8.0,2.0,No,1
49944,50693,140995,44.0,Female,18607.49,Home,6.49,6.0,1.0,No,0
31889,32329,100238,38.0,Male,117129.35,Grocery,18.48,3.0,5.0,No,1
23662,23940,135923,32.0,Male,42160.84,Electronics,4.28,7.0,3.0,Yes,0
5825,5848,143964,37.0,Male,21545.65,Grocery,16.25,6.0,4.0,No,0
48350,49076,124579,50.0,Male,39918.18,Grocery,34.28,6.0,1.0,Yes,0
14572,14704,110138,31.0,Male,66523.28,Grocery,45.96,16.0,3.0,No,1
35659,36160,143206,59.0,Male,52832.76,Grocery,15.97,9.0,5.0,Yes,0
29495,29889,124105,28.0,Female,51374.92,Beauty,10.79,3.0,2.0,Yes,0
27208,27560,145753,40.0,Female,35838.07,Electronics,41.66,15.0,1.0,Yes,1
2487,2494,103096,54.0,Male,25056.87,Fashion,16.36,6.0,1.0,No,0
6110,6135,113638,23.0,Female,31362.33,Electronics,27.22,5.0,7.0,No,0
32010,32452,143866,54.0,Other,44123.78,Fashion,26.34,3.0,6.0,No,0
2464,2470,127094,65.0,Male,23434.54,Fashion,9.55,21.0,2.0,Yes,1
30070,30474,121219,64.0,Female,22610.61,Fashion,43.1,15.0,1.0,Yes,1
13074,13186,117245,24.0,Male,10000.0,Home,26.93,10.0,2.0,No,1
10046,10120,137801,34.0,Female,28165.5,Electronics,24.78,3.0,3.0,No,0
19195,19399,146365,25.0,Female,97060.2,Sports,46.5,14.0,0.0,Yes,1
41314,41919,107638,50.0,Female,68792.33,Fashion,61.91,6.0,4.0,Yes,1
47341,48048,129957,28.0,Male,56153.78,Fashion,7.11,9.0,2.0,Yes,0
25842,26164,122067,59.0,Male,17959.55,Grocery,35.94,15.0,2.0,Yes,1
6864,6899,117113,34.0,Female,28488.93,Fashion,34.56,7.0,0.0,No,1
12216,12315,119467,36.0,Male,32994.41,Grocery,10.73,14.0,3.0,Yes,1
10346,10424,112751,48.0,Female,14597.7,Sports,19.21,4.0,0.0,No,0
48919,49654,112220,46.0,Male,66003.44,Electronics,11.62,4.0,3.0,Yes,0
41056,41654,120394,22.0,Female,61177.22,Home,30.13,14.0,1.0,No,1
6744,6778,100325,64.0,Female,24794.98,Beauty,40.96,13.0,1.0,Yes,1
261,261,103851,53.0,Male,29639.75,Home,22.18,12.0,2.0,No,1
680,680,117988,35.0,Female,116554.73,Beauty,47.07,7.0,1.0,Yes,1
35784,36287,103207,65.0,,13993.9,Grocery,12.42,23.0,2.0,Yes,1
9301,9365,134604,36.0,Male,36063.22,Sports,24.3,3.0,5.0,No,0
3664,3675,127343,33.0,Female,65058.0,Beauty,45.46,8.0,4.0,Yes,0
21861,22108,146012,63.0,Male,43052.13,Sports,32.48,13.0,3.0,,1
4061,4074,107622,45.0,Male,34895.97,Electronics,17.33,19.0,2.0,Yes,1
45168,45845,142240,54.0,Female,34748.0,Electronics,14.75,8.0,,No,0
37099,37627,136742,50.0,Male,20992.35,,13.04,1.0,6.0,Yes,0
18050,18233,101730,23.0,Male,27948.51,Home,34.1,5.0,1.0,No,0
45927,46616,130528,30.0,Female,42431.74,Sports,5.7,12.0,1.0,No,0
26806,27153,141646,52.0,Male,29498.42,Electronics,13.77,9.0,1.0,No,1
8097,8152,117778,55.0,Male,91427.7,,26.67,5.0,3.0,No,1
27965,28333,128494,46.0,Female,21543.68,Fashion,41.49,4.0,2.0,Yes,0
34017,34500,119436,22.0,Other,30722.88,Beauty,25.68,3.0,2.0,No,0
46,46,118201,36.0,Female,19225.2,Fashion,12.42,2.0,3.0,Yes,1
18858,19060,106637,22.0,Male,58250.3,Fashion,20.29,30.0,1.0,No,1
12276,12375,119245,36.0,,32233.88,Fashion,23.99,23.0,3.0,Yes,1
16602,16765,110793,32.0,,39827.83,Electronics,23.66,7.0,0.0,No,1
49073,49811,110479,48.0,Female,67072.67,Grocery,22.97,5.0,2.0,No,0
23466,23742,147893,28.0,,19442.89,Electronics,16.31,14.0,0.0,No,1
345,345,112916,52.0,Female,80450.84,Beauty,22.16,3.0,2.0,No,0
28816,29198,141916,39.0,Female,24147.57,Fashion,9.96,9.0,,No,1
25442,25753,146269,45.0,,30963.42,Electronics,18.58,3.0,4.0,Yes,0
8760,8821,143015,52.0,Male,51332.3,Electronics,29.31,2.0,1.0,No,0
30739,31159,140970,56.0,Male,94131.61,Grocery,15.84,6.0,4.0,No,0
11296,11385,124557,39.0,Male,59970.12,Fashion,16.47,8.0,4.0,No,1
46664,47360,140198,23.0,Female,68276.79,Fashion,33.49,12.0,1.0,No,0
46129,46822,105843,44.0,Female,29043.69,Grocery,30.12,4.0,2.0,Yes,0
36292,36806,104596,20.0,Female,18290.1,Grocery,47.33,5.0,1.0,No,0
5890,5913,138733,23.0,Female,28255.28,Grocery,21.54,8.0,3.0,No,0
38979,39548,101844,58.0,Female,18814.3,Fashion,18.68,15.0,2.0,No,1
6754,6788,111374,21.0,Male,47376.46,Home,19.54,2.0,1.0,No,0
6361,6390,112082,39.0,Female,84271.4,Fashion,15.37,11.0,3.0,No,1
9915,9988,109572,59.0,Male,18987.82,Fashion,16.7,4.0,1.0,Yes,0
14334,14465,115227,36.0,Male,31379.04,Beauty,32.9,13.0,2.0,Yes,1
43552,44201,106773,64.0,Female,29595.82,Grocery,16.3,12.0,4.0,Yes,0
12103,12200,115603,48.0,Female,63711.64,Electronics,5.55,8.0,1.0,No,0
28768,29150,113886,44.0,Female,10000.0,Grocery,17.79,8.0,1.0,No,0
2363,2368,102355,32.0,Female,38077.73,Fashion,31.39,5.0,2.0,Yes,1
22887,23152,136935,33.0,Female,111260.56,Beauty,46.66,4.0,4.0,No,0
5552,5573,118835,39.0,Other,62804.01,Home,4.88,5.0,6.0,Yes,0
918,918,141494,25.0,Female,27283.46,Fashion,31.22,4.0,0.0,Yes,0
43629,44279,145105,19.0,Female,49861.82,Electronics,12.35,11.0,2.0,Yes,0
9534,9601,112576,64.0,Female,18986.53,Electronics,28.64,3.0,5.0,No,0
8886,8948,102790,58.0,Female,48297.45,Fashion,12.38,12.0,2.0,No,1
32176,32620,108612,24.0,Male,21832.32,Beauty,24.57,9.0,4.0,Yes,1
38123,38672,112315,42.0,Male,51375.0,Electronics,24.93,12.0,4.0,No,1
1606,1606,118425,51.0,Female,29253.52,Grocery,15.6,3.0,3.0,No,0
27971,28339,148614,29.0,Male,57295.95,Grocery,39.11,3.0,2.0,Yes,0
47555,48264,118074,61.0,Male,31967.42,Electronics,5.09,6.0,4.0,Yes,1
12091,12188,109982,18.0,Female,40995.88,Home,35.54,2.0,5.0,Yes,0
26411,26745,142651,57.0,Female,84697.8,Sports,7.5,14.0,3.0,No,0
20101,20319,126858,26.0,Male,32924.65,Grocery,16.06,22.0,5.0,Yes,1
35180,35677,125406,51.0,Male,47474.65,Fashion,48.28,8.0,1.0,Yes,1
41249,41849,144971,55.0,Female,47723.04,Electronics,32.32,4.0,1.0,Yes,1
37077,37605,104428,41.0,Female,36158.04,Electronics,39.57,17.0,2.0,Yes,1
34461,34950,140090,35.0,Other,28208.9,Home,36.81,2.0,5.0,No,1
7790,7842,135585,43.0,Female,30992.8,Fashion,14.89,11.0,3.0,,1
5823,5846,148975,60.0,Female,17669.74,Beauty,29.0,7.0,2.0,No,0
14914,15046,100987,47.0,Female,16821.58,Electronics,28.19,7.0,3.0,No,1
30320,30730,118501,29.0,Male,12135.77,Electronics,14.63,18.0,2.0,Yes,1
11596,11687,107600,31.0,Female,124814.49,Home,14.76,16.0,3.0,Yes,1
32998,33462,145218,42.0,Female,48763.67,Home,16.53,6.0,0.0,Yes,1
31274,31704,136830,18.0,Female,19526.92,Fashion,63.28,11.0,4.0,No,1
44608,45275,146623,30.0,Male,47523.4,Sports,10.05,5.0,6.0,Yes,1
39370,39945,116572,26.0,Male,26890.91,Electronics,10.05,7.0,6.0,No,0
45590,46273,110809,23.0,Male,43899.78,Electronics,15.49,10.0,1.0,No,1
32040,32482,108183,53.0,Male,29684.67,Home,12.74,12.0,4.0,No,1
30228,30636,124393,44.0,Male,59612.19,Grocery,23.64,,3.0,Yes,1
27233,27586,130282,44.0,Male,64398.04,Grocery,10.67,13.0,3.0,No,0
6401,6430,119950,48.0,Female,74953.13,Home,10.52,5.0,0.0,Yes,0
4453,4470,110784,36.0,Male,33183.9,Electronics,12.66,9.0,3.0,No,1
3152,3162,133572,44.0,Female,42035.44,Sports,39.7,14.0,3.0,No,1
5830,5853,100730,49.0,,47269.1,Grocery,15.11,6.0,4.0,No,0
216,216,133428,44.0,Female,30241.78,Grocery,44.28,3.0,2.0,Yes,1
44183,44843,122338,52.0,Female,53897.56,Fashion,26.2,21.0,5.0,Yes,1
36670,37190,136182,54.0,Female,17323.0,Sports,18.13,4.0,5.0,Yes,0
39836,40422,120126,57.0,Male,16178.77,Electronics,13.08,6.0,0.0,No,1
3039,3048,135621,53.0,Male,49202.39,Beauty,35.84,6.0,3.0,No,1
32310,32758,124547,25.0,Male,105618.47,Beauty,16.84,5.0,3.0,No,1
19975,20191,102765,27.0,Female,48932.68,Fashion,11.92,4.0,4.0,No,1
32496,32948,142672,60.0,Male,17016.76,Home,13.7,3.0,5.0,Yes,1
43571,44221,137299,19.0,Male,30649.59,Fashion,39.8,2.0,4.0,No,0
19187,19391,147580,21.0,Male,27907.77,Beauty,5.18,11.0,0.0,No,0
16086,16238,111649,39.0,Female,40812.44,Home,33.34,14.0,0.0,No,0
35948,36454,145771,52.0,Female,65684.55,Fashion,15.68,9.0,4.0,Yes,1
31992,32434,139172,46.0,Male,28081.97,Home,9.06,14.0,2.0,Yes,1
2527,2535,138614,28.0,Male,81716.17,Electronics,12.65,2.0,4.0,Yes,0
30421,30834,146946,65.0,Male,17842.78,Grocery,20.25,5.0,6.0,Yes,1
23026,23293,126369,23.0,Male,81042.08,Beauty,14.63,8.0,1.0,Yes,0
33896,34379,111252,47.0,Male,24863.26,Grocery,14.36,10.0,2.0,Yes,1
10938,11021,100609,64.0,Other,27736.08,,16.22,9.0,1.0,No,1
3938,3951,142049,42.0,Male,59203.09,Fashion,12.71,9.0,2.0,,1
13388,13502,100166,57.0,Male,33565.97,Electronics,17.59,10.0,7.0,No,0
41731,42348,130989,25.0,Female,63766.77,Home,11.57,6.0,1.0,No,1
20207,20426,105169,34.0,Female,112048.64,Electronics,13.62,8.0,6.0,Yes,1
38982,39551,146627,63.0,Female,29410.53,Grocery,12.55,2.0,4.0,No,0
10408,10488,133156,21.0,Female,33795.91,Grocery,12.51,4.0,2.0,Yes,1
27939,28306,147530,29.0,Male,20794.48,Sports,27.01,5.0,6.0,Yes,1
12532,12633,142162,37.0,Female,33726.13,,7.5,7.0,4.0,No,1
19854,20068,147213,26.0,Female,38802.16,Grocery,22.02,2.0,0.0,Yes,0
28884,29267,141612,65.0,Male,46371.68,Fashion,38.23,3.0,3.0,Yes,1
914,914,127896,19.0,,38050.21,Fashion,12.78,18.0,2.0,Yes,1
2727,2735,141686,29.0,Female,46829.63,Beauty,17.6,7.0,1.0,Yes,1
48118,48841,141126,43.0,Female,43546.79,Fashion,11.93,5.0,6.0,Yes,1
37876,38424,108273,23.0,Male,14284.13,Electronics,21.1,4.0,2.0,No,0
43334,43981,117797,63.0,Male,25425.93,Electronics,31.8,4.0,4.0,No,1
21191,21427,133219,27.0,Male,28465.49,Fashion,42.65,3.0,2.0,Yes,0
13118,13231,143349,23.0,Female,41362.88,Electronics,36.82,8.0,1.0,No,0
19932,20148,101922,43.0,Female,49236.14,Electronics,50.86,12.0,4.0,No,0
40445,41035,114275,41.0,Female,42303.01,Fashion,31.59,13.0,0.0,Yes,0
25322,25632,136526,47.0,Female,27710.83,Home,17.02,10.0,3.0,Yes,0
32192,32636,129608,21.0,Female,16247.96,Sports,6.53,14.0,2.0,Yes,0
38277,38831,101019,19.0,Male,61806.27,Home,8.94,4.0,2.0,,0
14779,14911,131649,48.0,Male,55788.79,Sports,15.43,9.0,3.0,Yes,1
10889,10971,146698,21.0,Female,72915.1,Electronics,30.86,5.0,0.0,No,0
48675,49408,108520,31.0,Female,37644.31,Grocery,12.8,14.0,2.0,Yes,0
17618,17794,146157,37.0,Male,32962.16,,6.08,7.0,0.0,No,0
8572,8631,134658,20.0,Male,13699.9,Home,7.85,16.0,1.0,Yes,1
12174,12272,103623,33.0,Male,26791.51,Beauty,11.07,6.0,2.0,Yes,0
38424,38982,143658,52.0,Female,21462.17,Grocery,15.35,10.0,3.0,No,1
43241,43885,126951,31.0,Female,27968.28,Sports,31.56,19.0,0.0,Yes,1
15291,15434,104944,59.0,,20937.49,Electronics,14.04,8.0,1.0,No,1
19297,19501,146257,53.0,,45579.48,Electronics,19.93,3.0,3.0,No,0
